,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Class
0,1.0,1.0,0.0,0.0,0.0,9083.0,-0.9223245386076409,1.8503633447537222,0.2822709499217913,0.4087981200604517,-0.02667934694448253,1
1,1.0,1.0,0.0,0.0,0.0,4310.0,-0.9223245386076409,-0.02291157284807765,0.2822709499217913,0.4087981200604517,-0.02667934694448253,1
2,1.0,1.0,2.0,0.0,0.0,4167.0,0.0694503780568792,0.512309832181008,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
3,0.0,0.0,0.0,0.0,0.0,2900.0,-0.9223245386076409,-1.1506995334450796,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
4,1.0,0.0,0.0,0.0,0.0,2718.0,-0.9223245386076409,-1.1698145836246898,0.2822709499217913,0.4087981200604517,-0.02667934694448253,1
5,1.0,1.0,1.0,0.0,0.0,1782.0,0.6074899838493106,-0.46255772697911235,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
6,1.0,1.0,2.0,0.0,0.0,3717.0,-0.9223245386076409,-0.2140620746441797,0.2822709499217913,0.4087981200604517,-0.02667934694448253,1
7,1.0,1.0,0.0,0.0,1.0,3000.0,-0.9223245386076409,-1.2462747843431308,0.2822709499217913,0.4087981200604517,1.2568936782733968,1
8,1.0,1.0,3.0,1.0,0.0,2647.0,0.16540648609629371,0.7990355848751611,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
9,1.0,1.0,1.0,0.0,1.0,1000.0,1.1489565935002926,-0.40521257644028175,0.2822709499217913,0.4087981200604517,1.2568936782733968,1
10,1.0,1.0,2.0,0.0,0.0,5000.0,-0.9223245386076409,-1.1315844832654696,0.2822709499217913,-2.4461952022972193,-0.02667934694448253,0
11,1.0,1.0,0.0,0.0,0.0,3015.0,0.577332349894066,0.41673458128295704,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
12,1.0,1.0,3.0,1.0,0.0,2071.0,-0.40553235673822263,-0.711053379314045,2.0485039169179737,0.4087981200604517,-0.02667934694448253,0
13,1.0,1.0,2.0,1.0,0.0,3601.0,0.16746268841142403,-0.2140620746441797,0.2822709499217913,0.4087981200604517,-1.3102523721623618,1
14,1.0,1.0,2.0,0.0,1.0,3316.0,1.476578162377722,-0.8257436803917062,0.2822709499217913,0.4087981200604517,1.2568936782733968,1
15,1.0,1.0,0.0,0.0,0.0,3013.0,1.1564960019891037,-0.6919383291344348,-0.6008455335762999,0.4087981200604517,1.2568936782733968,1
